"ucsc","hgnc_symbol","ensembl_gene_id","ensembl_transcript_id"
"uc001evf.3","ENSA","ENSG00000143420","ENST00000513281"
"uc001evi.3","ENSA","ENSG00000143420","ENST00000503345"
"uc001evg.3","ENSA","ENSG00000143420","ENST00000503241"
"uc001evi.3","ENSA","ENSG00000143420","ENST00000362052"
"uc001eve.3","ENSA","ENSG00000143420","ENST00000369009"
"uc002afs.4","RNF111","ENSG00000157450","ENST00000348370"
"uc002aft.4","RNF111","ENSG00000157450","ENST00000559209"
"uc002afv.4","RNF111","ENSG00000157450","ENST00000557998"
"uc002afw.4","RNF111","ENSG00000157450","ENST00000561186"
"uc002aft.4","RNF111","ENSG00000157450","ENST00000434298"
"uc002smi.1","HTRA2","ENSG00000115317","ENST00000258080"
"uc002smj.1","HTRA2","ENSG00000115317","ENST00000352222"
"uc002smk.1","HTRA2","ENSG00000115317","ENST00000437202"
"uc001ojd.3","SPTBN2","ENSG00000173898","ENST00000533211"
"uc001ojd.3","SPTBN2","ENSG00000173898","ENST00000529997"
"uc001ojd.3","SPTBN2","ENSG00000173898","ENST00000309996"
"uc010tek.2","CCDC169","ENSG00000242715","ENST00000506800"
"uc010tej.2","CCDC169","ENSG00000242715","ENST00000491049"
"uc010tem.2","CCDC169","ENSG00000242715","ENST00000503173"
"uc010tel.2","CCDC169","ENSG00000242715","ENST00000239860"
"uc010tek.2","CCDC169","ENSG00000242715","ENST00000379864"
"uc010abo.3","CCDC169","ENSG00000242715","ENST00000510088"
"uc010abn.3","CCDC169","ENSG00000242715","ENST00000379862"
"uc010abm.3","CCDC169","ENSG00000242715","ENST00000239859"
"uc002dva.2","TAOK2","ENSG00000149930","ENST00000308893"
"uc021tgf.1","TAOK2","ENSG00000149930","ENST00000543033"
"uc002dvc.2","TAOK2","ENSG00000149930","ENST00000279394"
"uc002dvd.2","TAOK2","ENSG00000149930","ENST00000416441"
"uc002lgq.4","FECH","ENSG00000066926","ENST00000262093"
"uc002lgp.4","FECH","ENSG00000066926","ENST00000382873"
"uc002lgq.4","FECH","ENSG00000066926","ENST00000592699"
"uc003eud.3","RNF7","ENSG00000114125","ENST00000273480"
"uc021xeu.1","RNF7","ENSG00000114125","ENST00000480908"
"uc003euc.3","RNF7","ENSG00000114125","ENST00000393000"
"uc001pln.4","C11orf88","ENSG00000183644","ENST00000375618"
"uc001plo.1","C11orf88","ENSG00000183644","ENST00000529167"
"uc009yyd.3","C11orf88","ENSG00000183644","ENST00000332814"
"uc003wyi.4","PCM1","ENSG00000078674","ENST00000325083"
"uc010lta.1","PCM1","ENSG00000078674","ENST00000517730"
"uc003wyh.3","PCM1","ENSG00000078674","ENST00000518537"
"uc003wyg.2","PCM1","ENSG00000078674","ENST00000523055"
"uc011kyh.2","PCM1","ENSG00000078674","ENST00000519253"
"uc003wyj.4","PCM1","ENSG00000078674","ENST00000524226"
"uc011kyj.2","PCM1","ENSG00000078674","ENST00000522275"
"uc011kyj.2","PCM1","ENSG00000078674","ENST00000327578"
"uc003qto.3","MAP3K4","ENSG00000085511","ENST00000366919"
"uc003qtn.3","MAP3K4","ENSG00000085511","ENST00000392142"
"uc003qtn.3","MAP3K4","ENSG00000085511","ENST00000366920"
"uc003qto.3","MAP3K4","ENSG00000085511","ENST00000348824"
"uc003qtn.3","MAP3K4","ENSG00000085511","ENST00000544041"
"uc011efz.2","MAP3K4","ENSG00000085511","ENST00000490904"
"uc003fpz.3","ETV5","ENSG00000244405","ENST00000306376"
"uc003fpz.3","ETV5","ENSG00000244405","ENST00000434744"
"uc003fpz.3","ETV5","ENSG00000244405","ENST00000421809"
"uc003fpy.3","ETV5","ENSG00000244405","ENST00000537818"
"uc002yic.3","OPRL1","ENSG00000125510","ENST00000336866"
"uc002yid.3","OPRL1","ENSG00000125510","ENST00000355631"
"uc021wgs.1","OPRL1","ENSG00000125510","ENST00000349451"
"uc003emt.3","RHO","ENSG00000163914","ENST00000296271"
"uc010qfc.2","ZNF485","ENSG00000198298","ENST00000361807"
"uc010qfc.2","ZNF485","ENSG00000198298","ENST00000430885"
"uc010qfc.2","ZNF485","ENSG00000198298","ENST00000374435"
"uc010qfd.2","ZNF485","ENSG00000198298","ENST00000374437"
"uc010vzx.2","C17orf103","ENSG00000154035","ENST00000468196"
"uc010vzx.2","C17orf103","ENSG00000154035","ENST00000399011"
"uc004cyv.4","PHKA2","ENSG00000044446","ENST00000379942"
"uc003klb.3","TTC37","ENSG00000198677","ENST00000358746"
"uc010jbf.2","TTC37","ENSG00000198677","ENST00000514952"
"uc003czy.1","TUSC2","ENSG00000114383","ENST00000232496"
"uc003zny.1","ACER2","ENSG00000177076","ENST00000340967"
"uc002pha.2","NAPA","ENSG00000105402","ENST00000263354"
"uc002phc.2","NAPA","ENSG00000105402","ENST00000594217"
"uc002pha.2","NAPA","ENSG00000105402","ENST00000595227"
"uc002pha.2","NAPA","ENSG00000105402","ENST00000593761"
"uc002pha.2","NAPA","ENSG00000105402","ENST00000594155"
"uc002pha.2","NAPA","ENSG00000105402","ENST00000597118"
"uc010elg.2","NAPA","ENSG00000105402","ENST00000597160"
"uc001hez.3","PIGR","ENSG00000162896","ENST00000356495"
"uc011dku.1","POM121L2","ENSG00000158553","ENST00000444565"
"uc011dku.1","POM121L2","ENSG00000158553","ENST00000377451"
"uc002apv.3","RPL4","ENSG00000174444","ENST00000307961"
"uc002apx.3","RPL4","ENSG00000174444","ENST00000568588"
"uc002apv.3","RPL4","ENSG00000174444","ENST00000569696"
"uc010ujq.2","RPL4","ENSG00000174444","ENST00000569438"
"uc003hzu.3","GAR1","ENSG00000109534","ENST00000394631"
"uc003hzt.3","GAR1","ENSG00000109534","ENST00000226796"
"uc010jzf.3","PLA2G7","ENSG00000146070","ENST00000274793"
"uc021zae.1","PLA2G7","ENSG00000146070","ENST00000537365"
"uc011dwd.1","PLA2G7","ENSG00000146070","ENST00000538237"
"uc011dwe.1","PLA2G7","ENSG00000146070","ENST00000541026"
"uc021xbc.1","RNU6ATAC6P","ENSG00000221059","ENST00000408132"
"uc003agy.3","HORMAD2","ENSG00000176635","ENST00000336726"
"uc003agy.3","HORMAD2","ENSG00000176635","ENST00000450612"
"uc031rxm.1","HORMAD2","ENSG00000176635","ENST00000403975"
"uc001bif.3","CNR2","ENSG00000188822","ENST00000374472"
"uc001zha.2","SCG5","ENSG00000166922","ENST00000300175"
"uc001zgz.2","SCG5","ENSG00000166922","ENST00000413748"
"uc001zgz.2","SCG5","ENSG00000166922","ENST00000494364"
"uc001zha.2","SCG5","ENSG00000166922","ENST00000497208"
"uc001zha.2","SCG5","ENSG00000166922","ENST00000471027"
"uc003njf.1","ZNF391","ENSG00000124613","ENST00000244576"
"uc003njf.1","ZNF391","ENSG00000124613","ENST00000461521"
"uc002yie.1","C20orf201","ENSG00000171695","ENST00000308906"
"uc002yie.1","C20orf201","ENSG00000171695","ENST00000302096"
"uc003emu.3","H1FOO","ENSG00000178804","ENST00000324382"
"uc003emv.3","H1FOO","ENSG00000178804","ENST00000503977"
"uc010heb.3","HDAC11","ENSG00000163517","ENST00000433119"
"uc003bxy.3","HDAC11","ENSG00000163517","ENST00000295757"
"uc003bxy.3","HDAC11","ENSG00000163517","ENST00000402271"
"uc003bxy.3","HDAC11","ENSG00000163517","ENST00000404548"
"uc003bxy.3","HDAC11","ENSG00000163517","ENST00000404040"
"uc003bxy.3","HDAC11","ENSG00000163517","ENST00000458642"
"uc011auy.2","HDAC11","ENSG00000163517","ENST00000405478"
"uc011auy.2","HDAC11","ENSG00000163517","ENST00000522202"
"uc003bxy.3","HDAC11","ENSG00000163517","ENST00000455904"
"uc003bxy.3","HDAC11","ENSG00000163517","ENST00000437379"
"uc011aux.2","HDAC11","ENSG00000163517","ENST00000446613"
"uc010cwa.3","ERBB2","ENSG00000141736","ENST00000584601"
"uc031raa.1","ERBB2","ENSG00000141736","ENST00000584014"
"uc002hsl.3","ERBB2","ENSG00000141736","ENST00000578199"
"uc010wek.2","ERBB2","ENSG00000141736","ENST00000445658"
"uc010cwb.3","ERBB2","ENSG00000141736","ENST00000584450"
"uc002hso.3","ERBB2","ENSG00000141736","ENST00000269571"
"uc010cwa.3","ERBB2","ENSG00000141736","ENST00000541774"
"uc002hsm.3","ERBB2","ENSG00000141736","ENST00000406381"
"uc002hso.3","ERBB2","ENSG00000141736","ENST00000540147"
"uc002hsl.3","ERBB2","ENSG00000141736","ENST00000540042"
"uc001big.3","PNRC2","ENSG00000189266","ENST00000334351"
"uc001big.3","PNRC2","ENSG00000189266","ENST00000374468"
"uc001npo.3","MS4A5","ENSG00000166930","ENST00000300190"
"uc001npo.3","MS4A5","ENSG00000166930","ENST00000531403"
"uc001npo.3","MS4A5","ENSG00000166930","ENST00000528905"
"uc001npo.3","MS4A5","ENSG00000166930","ENST00000528093"
"uc021trh.1","MIR33B","ENSG00000207839","ENST00000385104"
"uc011abt.2","NPBWR2","ENSG00000125522","ENST00000369768"
"uc011bpe.1","GOLIM4","ENSG00000173905","ENST00000470487"
"uc003ffe.2","GOLIM4","ENSG00000173905","ENST00000470487"
"uc011bpg.1","GOLIM4","ENSG00000173905","ENST00000309027"
"uc011bpf.1","GOLIM4","ENSG00000173905","ENST00000309027"
"uc002sfh.3","GFPT1","ENSG00000198380","ENST00000361060"
"uc002sfi.2","GFPT1","ENSG00000198380","ENST00000357308"
"uc001llr.2","NKX6-2","ENSG00000148826","ENST00000368592"
"uc003eaz.4","QTRTD1","ENSG00000151576","ENST00000485050"
"uc003eay.4","QTRTD1","ENSG00000151576","ENST00000281273"
"uc011biq.3","QTRTD1","ENSG00000151576","ENST00000479882"
"uc011bir.3","QTRTD1","ENSG00000151576","ENST00000493014"
"uc002qse.3","A1BG-AS1","ENSG00000268895","ENST00000594950"
"uc002qse.3","A1BG-AS1","ENSG00000268895","ENST00000593374"
"uc002qse.3","A1BG-AS1","ENSG00000268895","ENST00000599728"
"uc002qse.3","A1BG-AS1","ENSG00000268895","ENST00000593960"
"uc002qse.3","A1BG-AS1","ENSG00000268895","ENST00000600379"
"uc002qse.3","A1BG-AS1","ENSG00000268895","ENST00000600686"
"uc002qsg.3","A1BG-AS1","ENSG00000268895","ENST00000595302"
"uc003zoa.2","SLC24A2","ENSG00000155886","ENST00000341998"
"uc003zob.2","SLC24A2","ENSG00000155886","ENST00000286344"
"uc003jwq.3","MARVELD2","ENSG00000152939","ENST00000325631"
"uc010ixf.3","MARVELD2","ENSG00000152939","ENST00000454295"
"uc003jwq.3","MARVELD2","ENSG00000152939","ENST00000512803"
"uc003jwq.3","MARVELD2","ENSG00000152939","ENST00000436532"
"uc003jwq.3","MARVELD2","ENSG00000152939","ENST00000413223"
"uc002bwr.3","LRRK1","ENSG00000154237","ENST00000388948"
"uc002bwq.1","LRRK1","ENSG00000154237","ENST00000532029"
"uc002bwr.3","LRRK1","ENSG00000154237","ENST00000525284"
"uc002bwr.3","LRRK1","ENSG00000154237","ENST00000531270"
"uc002bwr.3","LRRK1","ENSG00000154237","ENST00000284395"
"uc004buu.3","SLC27A4","ENSG00000167114","ENST00000372870"
"uc004but.3","SLC27A4","ENSG00000167114","ENST00000300456"
"uc002hja.3","UNC45B","ENSG00000141161","ENST00000268876"
"uc002hjb.3","UNC45B","ENSG00000141161","ENST00000394570"
"uc002hjc.3","UNC45B","ENSG00000141161","ENST00000394570"
"uc010cto.3","UNC45B","ENSG00000141161","ENST00000591048"
"uc002hjb.3","UNC45B","ENSG00000141161","ENST00000433649"
"uc002hjc.3","UNC45B","ENSG00000141161","ENST00000433649"
"uc010cto.3","UNC45B","ENSG00000141161","ENST00000378449"
"uc002jev.3","PLEKHM1P","ENSG00000214176","ENST00000578036"
"uc002jev.3","PLEKHM1P","ENSG00000214176","ENST00000582986"
"uc002jev.3","PLEKHM1P","ENSG00000214176","ENST00000582201"
"uc010wqe.2","PLEKHM1P","ENSG00000214176","ENST00000580919"
"uc010wqe.2","PLEKHM1P","ENSG00000214176","ENST00000440036"
"uc003dab.1","RASSF1","ENSG00000068028","ENST00000327761"
"uc003dac.2","RASSF1","ENSG00000068028","ENST00000395126"
"uc003dad.1","RASSF1","ENSG00000068028","ENST00000357043"
"uc003dae.1","RASSF1","ENSG00000068028","ENST00000395117"
"uc003dad.1","RASSF1","ENSG00000068028","ENST00000395117"
"uc003dae.1","RASSF1","ENSG00000068028","ENST00000359365"
"uc003njj.3","ZNF184","ENSG00000096654","ENST00000377419"
"uc003nji.3","ZNF184","ENSG00000096654","ENST00000211936"
"uc001lcd.3","TRUB1","ENSG00000165832","ENST00000298746"
"uc002osh.4","ATP1A3","ENSG00000105409","ENST00000441343"
"uc002osg.4","ATP1A3","ENSG00000105409","ENST00000302102"
"uc010xwh.3","ATP1A3","ENSG00000105409","ENST00000545399"
"uc010xwf.2","ATP1A3","ENSG00000105409","ENST00000543770"
"uc010xwg.2","ATP1A3","ENSG00000105409","ENST00000602133"
"uc021vcy.1","MIR4754","ENSG00000266640","ENST00000582477"
"uc003agz.3","LIF","ENSG00000128342","ENST00000249075"
"uc011aks.2","LIF","ENSG00000128342","ENST00000403987"
"uc003hzv.3","RRH","ENSG00000180245","ENST00000317735"
"uc002yii.3","MYT1","ENSG00000196132","ENST00000328439"
"uc002yii.3","MYT1","ENSG00000196132","ENST00000536311"
"uc002yih.3","MYT1","ENSG00000196132","ENST00000360149"
"uc002gum.2","TVP23B","ENSG00000171928","ENST00000307767"
"uc002gum.2","TVP23B","ENSG00000171928","ENST00000574294"
"uc002gum.2","TVP23B","ENSG00000171928","ENST00000571018"
"uc002gum.2","TVP23B","ENSG00000171928","ENST00000574226"
"uc002gum.2","TVP23B","ENSG00000171928","ENST00000575261"
"uc002gum.2","TVP23B","ENSG00000171928","ENST00000476139"
"uc002gum.2","TVP23B","ENSG00000171928","ENST00000581733"
"uc003lxc.1","SOX30","ENSG00000039600","ENST00000311371"
"uc003lxb.1","SOX30","ENSG00000039600","ENST00000265007"
"uc011dds.1","SOX30","ENSG00000039600","ENST00000519442"
"uc002qxa.3","PXDN","ENSG00000130508","ENST00000252804"
"uc002qxb.1","PXDN","ENSG00000130508","ENST00000433670"
"uc003ora.2","PGC","ENSG00000096088","ENST00000373025"
"uc021yzm.1","PGC","ENSG00000096088","ENST00000425343"
"uc002gys.3","MAP2K3","ENSG00000034152","ENST00000342679"
"uc002gys.3","MAP2K3","ENSG00000034152","ENST00000496046"
"uc021tsq.1","MAP2K3","ENSG00000034152","ENST00000526076"
"uc021tsq.1","MAP2K3","ENSG00000034152","ENST00000316920"
"uc021tsq.1","MAP2K3","ENSG00000034152","ENST00000361818"
"uc002tmn.2","INHBB","ENSG00000163083","ENST00000295228"
"uc009ymz.3","MS4A1","ENSG00000156738","ENST00000532073"
"uc009yna.3","MS4A1","ENSG00000156738","ENST00000534668"
"uc010rlc.2","MS4A1","ENSG00000156738","ENST00000528313"
"uc001npp.3","MS4A1","ENSG00000156738","ENST00000533306"
"uc001npq.3","MS4A1","ENSG00000156738","ENST00000345732"
"uc009yna.3","MS4A1","ENSG00000156738","ENST00000389939"
"uc001plp.2","LAYN","ENSG00000204381","ENST00000375614"
"uc001plr.2","LAYN","ENSG00000204381","ENST00000375615"
"uc001plr.2","LAYN","ENSG00000204381","ENST00000525126"
"uc001plp.2","LAYN","ENSG00000204381","ENST00000525866"
"uc001plp.2","LAYN","ENSG00000204381","ENST00000533265"
"uc010rwh.3","LAYN","ENSG00000204381","ENST00000530962"
"uc010rwg.2","LAYN","ENSG00000204381","ENST00000436913"
"uc001hfa.4","FCAMR","ENSG00000162897","ENST00000324852"
"uc009xca.2","FCAMR","ENSG00000162897","ENST00000450945"
"uc001hfb.3","FCAMR","ENSG00000162897","ENST00000400962"
"uc002oxb.3","SRRM5","ENSG00000226763","ENST00000607544"
"uc002oxb.3","SRRM5","ENSG00000226763","ENST00000526798"
"uc010xwr.2","SRRM5","ENSG00000226763","ENST00000417606"
"uc003ahb.3","OSM","ENSG00000099985","ENST00000215781"
"uc003ahb.3","OSM","ENSG00000099985","ENST00000403389"
"uc003ahb.3","OSM","ENSG00000099985","ENST00000403463"
"uc010cfa.1","ESRP2","ENSG00000103067","ENST00000565858"
"uc002evq.1","ESRP2","ENSG00000103067","ENST00000473183"
"uc002svu.3","SNRNP200","ENSG00000144028","ENST00000323853"
"uc010yuj.2","SNRNP200","ENSG00000144028","ENST00000497539"
"uc002svt.3","SNRNP200","ENSG00000144028","ENST00000429650"
"uc001kgr.1","KIF20B","ENSG00000138182","ENST00000260753"
"uc001kgs.1","KIF20B","ENSG00000138182","ENST00000371728"
"uc001kgs.1","KIF20B","ENSG00000138182","ENST00000416354"
"uc001kgs.1","KIF20B","ENSG00000138182","ENST00000394289"
"uc003jiu.3","TTC23L","ENSG00000205838","ENST00000505624"
"uc003jiu.3","TTC23L","ENSG00000205838","ENST00000502674"
"uc003njl.3","HIST1H2BL","ENSG00000185130","ENST00000377401"
"uc002tmo.2","LINC01101","ENSG00000268194","ENST00000593290"
"uc010euw.3","CENPBD1P1","ENSG00000213753","ENST00000487264"
"uc010euw.3","CENPBD1P1","ENSG00000213753","ENST00000473164"
"uc010eux.4","CENPBD1P1","ENSG00000213753","ENST00000493504"
"uc010crm.3","FOXN1","ENSG00000109101","ENST00000579795"
"uc002hbj.3","FOXN1","ENSG00000109101","ENST00000226247"
"uc002oxa.3","ZNF428","ENSG00000131116","ENST00000300811"
"uc001jgt.4","ARHGAP22","ENSG00000128805","ENST00000249601"
"uc001jgr.4","ARHGAP22","ENSG00000128805","ENST00000477708"
"uc001jgs.4","ARHGAP22","ENSG00000128805","ENST00000374170"
"uc001jgu.4","ARHGAP22","ENSG00000128805","ENST00000374172"
"uc001jgs.4","ARHGAP22","ENSG00000128805","ENST00000417247"
"uc010qgm.3","ARHGAP22","ENSG00000128805","ENST00000435790"
"uc001jgu.4","ARHGAP22","ENSG00000128805","ENST00000417912"
"uc010qgm.3","ARHGAP22","ENSG00000128805","ENST00000460425"
"uc003onk.3","PIM1","ENSG00000137193","ENST00000373509"
"uc002kwj.4","DSC3","ENSG00000134762","ENST00000360428"
"uc002kwi.4","DSC3","ENSG00000134762","ENST00000434452"
"uc002oxc.1","CADM4","ENSG00000105767","ENST00000222374"
"uc001kfo.1","ACTA2-AS1","ENSG00000180139","ENST00000437930"
"uc003jwu.3","OCLN","ENSG00000197822","ENST00000355237"
"uc003jwv.4","OCLN","ENSG00000197822","ENST00000396442"
"uc003jwv.4","OCLN","ENSG00000197822","ENST00000380766"
"uc021xzq.1","OCLN","ENSG00000197822","ENST00000538151"
"uc021xzt.1","OCLN","ENSG00000197822","ENST00000542132"
"uc001jed.5","LINC00842","ENSG00000223477","ENST00000503031"
"uc001jef.3","LINC00842","ENSG00000223477","ENST00000422732"
"uc003zoe.2","MLLT3","ENSG00000171843","ENST00000380338"
"uc011lne.1","MLLT3","ENSG00000171843","ENST00000380321"
"uc003zof.3","MLLT3","ENSG00000171843","ENST00000475957"
"uc011lnf.1","MLLT3","ENSG00000171843","ENST00000429426"
"uc003zoe.2","MLLT3","ENSG00000171843","ENST00000355930"
"uc001yim.1","SNORD113-5","ENSG00000272474","ENST00000607261"
"uc003ahd.3","GATSL3","ENSG00000239282","ENST00000407689"
"uc003ahd.3","GATSL3","ENSG00000239282","ENST00000404953"
"uc003isi.3","CLCN3","ENSG00000109572","ENST00000513761"
"uc003ish.3","CLCN3","ENSG00000109572","ENST00000347613"
"uc011cka.2","CLCN3","ENSG00000109572","ENST00000360642"
"uc003isj.2","CLCN3","ENSG00000109572","ENST00000507875"
"uc011cjz.2","CLCN3","ENSG00000109572","ENST00000504131"
"uc001jeg.3","HNRNPA1P33","ENSG00000213412","ENST00000421426"
"uc001yin.3","SNORD113-6","ENSG00000200215","ENST00000363345"
"uc021pwa.1","MIR4679-2","ENSG00000265375","ENST00000578358"
"uc021pwa.1","MIR4679-1","ENSG00000265375","ENST00000578358"
"uc001add.3","TNFRSF18","ENSG00000186891","ENST00000328596"
"uc001adc.3","TNFRSF18","ENSG00000186891","ENST00000379268"
"uc001ada.3","TNFRSF18","ENSG00000186891","ENST00000486728"
"uc001adb.3","TNFRSF18","ENSG00000186891","ENST00000379265"
"uc003thr.3","INHBA","ENSG00000122641","ENST00000242208"
"uc003thq.3","INHBA","ENSG00000122641","ENST00000442711"
"uc001yio.3","SNORD113-7","ENSG00000200632","ENST00000363762"
"uc003prd.2","PRDM1","ENSG00000057657","ENST00000369091"
"uc003prd.2","PRDM1","ENSG00000057657","ENST00000369096"
"uc003pre.3","PRDM1","ENSG00000057657","ENST00000369089"
"uc009ynb.3","MS4A12","ENSG00000071203","ENST00000525951"
"uc021qkb.1","MS4A12","ENSG00000071203","ENST00000526784"
"uc001npr.3","MS4A12","ENSG00000071203","ENST00000016913"
"uc021qkb.1","MS4A12","ENSG00000071203","ENST00000537076"
"uc002phg.5","ZNF541","ENSG00000118156","ENST00000391901"
"uc010eli.4","ZNF541","ENSG00000118156","ENST00000263351"
"uc010elh.4","ZNF541","ENSG00000118156","ENST00000595558"
"uc010xyt.3","ZNF541","ENSG00000118156","ENST00000314121"
"uc002phg.5","ZNF541","ENSG00000118156","ENST00000448976"
"uc010xyt.3","ZNF541","ENSG00000118156","ENST00000448976"
"uc002hlw.3","CCL4L2","ENSG00000197262","ENST00000394465"
"uc002hlw.3","CCL4L2","ENSG00000197262","ENST00000339270"
"uc021vlj.1","MIR3127","ENSG00000264157","ENST00000583925"
"uc001rvn.3","AQP2","ENSG00000167580","ENST00000551526"
"uc001rvn.3","AQP2","ENSG00000167580","ENST00000199280"
"uc001rvn.3","AQP2","ENSG00000167580","ENST00000550862"
"uc001uvm.3","SPG20","ENSG00000133104","ENST00000438666"
"uc001uvn.3","SPG20","ENSG00000133104","ENST00000494062"
"uc001uvq.3","SPG20","ENSG00000133104","ENST00000355182"
"uc001uvo.3","SPG20","ENSG00000133104","ENST00000451493"
"uc001zpz.2","SNAP23","ENSG00000092531","ENST00000561526"
"uc001zpz.2","SNAP23","ENSG00000092531","ENST00000249647"
"uc001zqa.2","SNAP23","ENSG00000092531","ENST00000564153"
"uc001zqa.2","SNAP23","ENSG00000092531","ENST00000567094"
"uc001zpz.2","SNAP23","ENSG00000092531","ENST00000568331"
"uc001zpz.2","SNAP23","ENSG00000092531","ENST00000566327"
"uc001zpz.2","SNAP23","ENSG00000092531","ENST00000568859"
"uc001zqa.2","SNAP23","ENSG00000092531","ENST00000397138"
"uc001zqa.2","SNAP23","ENSG00000092531","ENST00000349777"
"uc002hbk.2","UNC119","ENSG00000109103","ENST00000335765"
"uc002hbk.2","UNC119","ENSG00000109103","ENST00000484980"
"uc002hbm.2","UNC119","ENSG00000109103","ENST00000301032"
"uc002hbm.2","UNC119","ENSG00000109103","ENST00000470125"
"uc002hbm.2","UNC119","ENSG00000109103","ENST00000444148"
"uc002fxt.3","SPNS3","ENSG00000182557","ENST00000355530"
"uc002fxt.3","SPNS3","ENSG00000182557","ENST00000575194"
"uc002fxu.3","SPNS3","ENSG00000182557","ENST00000333476"
"uc002rul.2","CAMKMT","ENSG00000143919","ENST00000403853"
"uc002rum.3","CAMKMT","ENSG00000143919","ENST00000378494"
"uc002ckw.2","TPSG1","ENSG00000116176","ENST00000234798"
"uc002tmp.1","GLI2","ENSG00000074047","ENST00000418323"
"uc010flp.3","GLI2","ENSG00000074047","ENST00000452319"
"uc002tmv.1","GLI2","ENSG00000074047","ENST00000360874"
"uc010flp.3","GLI2","ENSG00000074047","ENST00000361492"
"uc010flp.3","GLI2","ENSG00000074047","ENST00000314490"
"uc031puw.1","BMS1P2","ENSG00000251079","ENST00000532854"
"uc031puw.1","BMS1P2","ENSG00000251079","ENST00000450360"
"uc009xng.2","BMS1P2","ENSG00000251079","ENST00000450360"
"uc001odj.3","POLA2","ENSG00000014138","ENST00000265465"
"uc009yqf.1","POLA2","ENSG00000014138","ENST00000532391"
"uc001odk.3","POLA2","ENSG00000014138","ENST00000525924"
"uc010rod.1","POLA2","ENSG00000014138","ENST00000541089"
"uc001hfd.2","C1orf116","ENSG00000182795","ENST00000359470"
"uc009xcb.1","C1orf116","ENSG00000182795","ENST00000461135"
"uc031sgv.1","LRIT3","ENSG00000183423","ENST00000594814"
"uc003hzw.4","LRIT3","ENSG00000183423","ENST00000327908"
"uc031sgv.1","LRIT3","ENSG00000183423","ENST00000379920"
"uc003hzw.4","LRIT3","ENSG00000183423","ENST00000409621"
"uc001lce.3","ATRNL1","ENSG00000107518","ENST00000485327"
"uc001lce.3","ATRNL1","ENSG00000107518","ENST00000529665"
"uc001lcf.4","ATRNL1","ENSG00000107518","ENST00000526946"
"uc001lcf.4","ATRNL1","ENSG00000107518","ENST00000527407"
"uc001lcg.3","ATRNL1","ENSG00000107518","ENST00000355044"
"uc010qsn.2","ATRNL1","ENSG00000107518","ENST00000534530"
"uc010qsm.2","ATRNL1","ENSG00000107518","ENST00000423111"
"uc010qsm.2","ATRNL1","ENSG00000107518","ENST00000303745"
"uc002mkd.3","PRAM1","ENSG00000133246","ENST00000423345"
"uc002mkd.3","PRAM1","ENSG00000133246","ENST00000255612"
"uc022abr.1","RNU6-438P","ENSG00000202431","ENST00000365561"
"uc004buv.3","URM1","ENSG00000167118","ENST00000372853"
"uc031tfh.1","URM1","ENSG00000167118","ENST00000470840"
"uc031tfh.1","URM1","ENSG00000167118","ENST00000372850"
"uc031tfh.1","URM1","ENSG00000167118","ENST00000372847"
"uc011may.2","URM1","ENSG00000167118","ENST00000452446"
"uc001lrt.3","PNPLA2","ENSG00000177666","ENST00000336615"
"uc001nps.3","MS4A13","ENSG00000204979","ENST00000378186"
"uc009ync.3","MS4A13","ENSG00000204979","ENST00000378185"
"uc009ynd.3","MS4A13","ENSG00000204979","ENST00000437058"
"uc009ynd.3","MS4A13","ENSG00000204979","ENST00000527948"
"uc003tdz.3","NPSR1-AS1","ENSG00000197085","ENST00000419766"
"uc003teb.1","NPSR1-AS1","ENSG00000197085","ENST00000439852"
"uc011kaq.1","NPSR1-AS1","ENSG00000197085","ENST00000431669"
"uc010kwx.1","NPSR1-AS1","ENSG00000197085","ENST00000428922"
"uc010kwy.3","NPSR1-AS1","ENSG00000197085","ENST00000436945"
"uc010kwq.2","NPSR1-AS1","ENSG00000197085","ENST00000539747"
"uc010kwo.2","NPSR1-AS1","ENSG00000197085","ENST00000537560"
"uc003tek.4","NPSR1-AS1","ENSG00000197085","ENST00000442669"
"uc001ttm.3","NAA25","ENSG00000111300","ENST00000261745"
"uc001ttn.4","NAA25","ENSG00000111300","ENST00000552527"
"uc001ttn.4","NAA25","ENSG00000111300","ENST00000549711"
"uc001ttn.4","NAA25","ENSG00000111300","ENST00000551858"
"uc003grg.3","SEPSECS","ENSG00000109618","ENST00000382103"
"uc003grh.3","SEPSECS","ENSG00000109618","ENST00000302922"
"uc022axv.1","RUNX1T1","ENSG00000079102","ENST00000523629"
"uc003yfc.2","RUNX1T1","ENSG00000079102","ENST00000396218"
"uc003yfe.2","RUNX1T1","ENSG00000079102","ENST00000360348"
"uc003yfb.2","RUNX1T1","ENSG00000079102","ENST00000422361"
"uc011lgi.2","RUNX1T1","ENSG00000079102","ENST00000520724"
"uc010mao.3","RUNX1T1","ENSG00000079102","ENST00000518844"
"uc003yff.1","RUNX1T1","ENSG00000079102","ENST00000521553"
"uc022axo.1","RUNX1T1","ENSG00000079102","ENST00000518992"
"uc003yff.1","RUNX1T1","ENSG00000079102","ENST00000521054"
"uc003yfg.2","RUNX1T1","ENSG00000079102","ENST00000517792"
"uc011lgi.2","RUNX1T1","ENSG00000079102","ENST00000436581"
"uc022axv.1","RUNX1T1","ENSG00000079102","ENST00000265814"
"uc022axo.1","RUNX1T1","ENSG00000079102","ENST00000265814"
